acceptedNameUsageID,Scientific name,Item,Top,Bottom,midPoint
218436,Seriola lalandi,Depth,3,825,
218436,Seriola lalandi,max size,,,250
218436,Seriola lalandi,common size,,,80
218436,Seriola lalandi,Temperature,18,24,
218444,Trachurus capensis,Lat,-37,7,
218444,Trachurus capensis,lon,4,24,
218444,Trachurus capensis,Depth,0,500,
218444,Trachurus capensis,Depth,100,300,
218444,Trachurus capensis,max size,,,52
218444,Trachurus capensis,max size,,,60
218444,Trachurus capensis,common size,,,30
218448,Uraspis uraspis,Lat,-36,30,
218448,Uraspis uraspis,Lon,-180,-154,
218448,Uraspis uraspis,Lon,22,180,
218448,Uraspis uraspis,Depth,20,130,
218449,Uraspis helvola,Lat,-50,35,
218449,Uraspis helvola,Lon,32,180,
218449,Uraspis helvola,Lon,-180,-5,
218449,Uraspis helvola,Depth,50,300,
218449,Uraspis helvola,max size,,,58
218449,Uraspis helvola,common size,,,35
218450,Mene maculata,Lat,-30,32,
218450,Mene maculata,Lon,30,169,
218450,Mene maculata,Depth,50,200,
218450,Mene maculata,max size,,,30
218450,Mene maculata,common size,,,20
218465,Emmelichthys nitidus,Lat,-43,16,
218465,Emmelichthys nitidus,lon,-13,180,
218465,Emmelichthys nitidus,lon,-180,-167,
218465,Emmelichthys nitidus,Depth,86,500,
218465,Emmelichthys nitidus,max size,,,55
218706,Kyphosus vaigiensis,Lat,-38,35,
218706,Kyphosus vaigiensis,Lon,-180,-133,
218706,Kyphosus vaigiensis,Lon,25,180,
218706,Kyphosus vaigiensis,Depth,0,40,
218706,Kyphosus vaigiensis,max size,,,70
218706,Kyphosus vaigiensis,common size,,,50
218708,Kyphosus cinerascens,Lat,-30,35,
218708,Kyphosus cinerascens,Lon,-180,-140,
218708,Kyphosus cinerascens,Lon,30,180,
218708,Kyphosus cinerascens,Depth,1,25,
218708,Kyphosus cinerascens,Depth,1,40,
218708,Kyphosus cinerascens,max size,50,53,53
218708,Kyphosus cinerascens,common size,,,45
218710,Platax teira,Lat,-36,31,
218710,Platax teira,lon,23,175,
218710,Platax teira,Depth,3,70,
218710,Platax teira,max size,,,65
218710,Platax teira,max size,,,70
219667,Naso hexacanthus,Lat,-32,31,
219667,Naso hexacanthus,lon,30,180,
219667,Naso hexacanthus,lon,-180,-122,
219667,Naso hexacanthus,Depth,6,229,
219671,Naso brevirostris,Lat,-36,29,
219671,Naso brevirostris,lon,26,180,
219671,Naso brevirostris,lon,-180,-137,
219671,Naso brevirostris,Depth,4,46,
219671,Naso brevirostris,Depth,2,122,
219671,Naso brevirostris,max size,,,60
219671,Naso brevirostris,max size,,,75
219671,Naso brevirostris,common size,,,50
219697,Thyrsites atun,Lat,-56,-21,
219697,Thyrsites atun,Lon,-75,177,
219697,Thyrsites atun,Depth,100,500,
219697,Thyrsites atun,Depth,0,550,
219697,Thyrsites atun,max size,,,200
219697,Thyrsites atun,common size,,,75
219697,Thyrsites atun,Temperature,13,18,
219707,Allothunnus fallai,Lat,-35,-20,
219707,Allothunnus fallai,Lat,-50,-10,
219707,Allothunnus fallai,Lon,-180,180,
219707,Allothunnus fallai,max size,,,105
219707,Allothunnus fallai,common size,,,86
219707,Allothunnus fallai,Temperature,19,24,
219709,Gasterochisma melampus,Lat,-55,-19,
219709,Gasterochisma melampus,Lon,-180,180,
219709,Gasterochisma melampus,Depth,0,200,
219709,Gasterochisma melampus,Temperature,8,15,
219712,Gymnosarda unicolor,Lat,-30,31,
219712,Gymnosarda unicolor,Lon,-180,-130,
219712,Gymnosarda unicolor,Lon,32,180,
219712,Gymnosarda unicolor,max size,,,248
219712,Gymnosarda unicolor,common size,,,190
219712,Gymnosarda unicolor,Temperature,20,28,
219715,Scomber australasicus,Lat,-50,43,
219715,Scomber australasicus,lon,32,180,
219715,Scomber australasicus,lon,-180,-110,
219715,Scomber australasicus,Depth,0,300,
219715,Scomber australasicus,Depth,87,200,
219715,Scomber australasicus,max size,,,44
219715,Scomber australasicus,max size,,,40
219715,Scomber australasicus,common size,,,30
219719,Scomberomorus plurilineatus,Lat,-37,-1,
219719,Scomberomorus plurilineatus,lon,23,59,
219719,Scomberomorus plurilineatus,Depth,0,200,
219719,Scomberomorus plurilineatus,max size,,,120
219720,Thunnus maccoyii,Lat,-50,-30,
219720,Thunnus maccoyii,Lat,-60,-10,
219720,Thunnus maccoyii,Lon,-180,180,
219720,Thunnus maccoyii,Depth,0,1000,
219720,Thunnus maccoyii,Depth,50,2743,
219720,Thunnus maccoyii,max size,,,245
219720,Thunnus maccoyii,common size,,,160
219720,Thunnus maccoyii,Temperature,5,20,
219720,Thunnus maccoyii,spawning temperature,24,,
219720,Thunnus maccoyii,spawning temperature,20,30,
219722,Thunnus tonggol,Lat,-33,47,
219722,Thunnus tonggol,Lat,-31,47,
219722,Thunnus tonggol,Lon,34,154,
219722,Thunnus tonggol,Depth,0,10,
219722,Thunnus tonggol,max size,,,145
219722,Thunnus tonggol,common size,,,70
219722,Thunnus tonggol,Temperature,,,24
219722,Thunnus tonggol,spawning temperature,,,28
219734,Tetrapturus angustirostris,Lat,-56,43,
219734,Tetrapturus angustirostris,Lon,-180,-68,
219734,Tetrapturus angustirostris,Lon,20,180,
219734,Tetrapturus angustirostris,Depth,0,200,
219734,Tetrapturus angustirostris,Depth,0,1830,
219734,Tetrapturus angustirostris,max size,,,230
219734,Tetrapturus angustirostris,common size,,,190
219734,Tetrapturus angustirostris,spawning temperature,25,,
219737,Hyperoglyphe antarctica,Lat,-55,-19,
219737,Hyperoglyphe antarctica,Lon,-67,180,
219737,Hyperoglyphe antarctica,Lon,-180,-173,
219737,Hyperoglyphe antarctica,Depth,260,490,
219737,Hyperoglyphe antarctica,Depth,100,300,
219737,Hyperoglyphe antarctica,max size,,,140
219737,Hyperoglyphe antarctica,common size,,,60
219741,Schedophilus huttoni,Lat,-43,-18,
219741,Schedophilus huttoni,Depth,0,1000,
219741,Schedophilus huttoni,Depth,275,500,
219742,Schedophilus velaini,Lat,-45,2,
219742,Schedophilus velaini,Lon,-180,180,
219742,Schedophilus velaini,Depth,40,500,
219872,Abalistes stellaris,Lat,-36,46,
219872,Abalistes stellaris,Lon,-180,-164,
219872,Abalistes stellaris,Lon,21,180,
219872,Abalistes stellaris,Depth,4,120,
219872,Abalistes stellaris,Depth,7,350,
219872,Abalistes stellaris,max size,,,60
219872,Abalistes stellaris,common size,,,40
219954,Lagocephalus sceleratus,Lat,-40,40,
219954,Lagocephalus sceleratus,lon,-180,-169,
219954,Lagocephalus sceleratus,lon,16,180,
219954,Lagocephalus sceleratus,Depth,8,180,
219954,Lagocephalus sceleratus,max size,,,110
219954,Lagocephalus sceleratus,common size,,,40
220007,Phosichthys argenteus,Lat,-49,-6,
220007,Phosichthys argenteus,lon,-180,-177,
220007,Phosichthys argenteus,lon,-54,180,
220007,Phosichthys argenteus,Depth,300,1050,
220007,Phosichthys argenteus,max size,,,30
220007,Phosichthys argenteus,max size,,,30
221409,Linophryne parini,Depth,1200,1220,
221409,Linophryne parini,Depth,0,3100,
221409,Linophryne parini,max size,,,1.25
221409,Linophryne parini,max size,,,8
221409,Linophryne parini,max size,,,6.4
221409,Linophryne parini,max size,,,1.25
221409,Linophryne parini,max size,,,8
221409,Linophryne parini,max size,,,6.4
221430,Polyprion oxygeneios,Lat,-50,-28,
221430,Polyprion oxygeneios,Lon,-180,180,
221430,Polyprion oxygeneios,Depth,50,854,
221430,Polyprion oxygeneios,max size,,,160
221430,Polyprion oxygeneios,common size,,,100
221512,Sigmops elongatus,Lat,?,65,
221512,Sigmops elongatus,lon,-180,180,
221512,Gonostoma elongatum,lon,-180,180,
221512,Sigmops elongatus,Depth,100,1500,
221512,Sigmops elongatus,Depth,25,4740,
221512,Sigmops elongatus,max size,,,27.5
234627,Notolepis annulata,Lat,-72,-37,
234627,Notolepis annulata,Depth,550,2000,
234627,Notolepis annulata,Depth,45,2000,
234627,Notolepis annulata,max size,,,30
234638,Electrona carlsbergi,Lat,-69,-39,
234638,Electrona carlsbergi,lon,-180,180,
234638,Electrona carlsbergi,Depth,100,350,
234638,Electrona carlsbergi,Depth,1,1008,
234638,Electrona carlsbergi,max size,,,9.6
234638,Electrona carlsbergi,max size,,,11.2
234664,Lampris immaculatus,Lat,-69,-34,
234664,Lampris immaculatus,Depth,50,500,
234697,Paradiplospinus antarcticus,Lat,-79,-31,
234697,Paradiplospinus antarcticus,lon,-180,180,
234697,Paradiplospinus antarcticus,Depth,0,830,adult
234697,Paradiplospinus antarcticus,Depth,0,2830,
234697,Paradiplospinus antarcticus,max size,,,52
234697,Paradiplospinus antarcticus,common size,,,35
234700,Dissostichus eleginoides,Lat,-66,-33,
234700,Dissostichus eleginoides,Lon,-77,180,
234700,Dissostichus eleginoides,Depth,0,2144,
234700,Dissostichus eleginoides,Depth,70,1500,
234700,Dissostichus eleginoides,max size,,,215
234700,Dissostichus eleginoides,common size,,,70
234731,Scopelosaurus hamiltoni,Lat,-60,-30,
234731,Scopelosaurus hamiltoni,lon,-180,180,
234731,Scopelosaurus hamiltoni,Depth,400,1200,
234731,Scopelosaurus hamiltoni,Depth,600,800,
234731,Scopelosaurus hamiltoni,max size,,,45
234731,Scopelosaurus hamiltoni,max size,,,50
234742,Muraenolepis microps,Lat,-78,-50,
234742,Muraenolepis microps,lon,-180,-19,
234742,Muraenolepis microps,lon,143,180,
234742,Muraenolepis microps,Depth,10,1600,
234742,Muraenolepis microps,max size,,,35
234742,Muraenolepis microps,common size,,,27
234767,Protomyctophum tenisoni,Lat,-67,-46,
234767,Protomyctophum tenisoni,lon,-180,180,
234767,Protomyctophum tenisoni,Depth,0,100,
234767,Protomyctophum tenisoni,Depth,100,850,
234767,Protomyctophum tenisoni,max size,,,5.4
234788,Lepidonotothen squamifrons,Lat,-79,-45,
234788,Lepidonotothen squamifrons,lon,-180,180,
234788,Lepidonotothen squamifrons,Depth,195,312,
234788,Lepidonotothen squamifrons,Depth,10,900,
234788,Lepidonotothen squamifrons,max size,,,55
234788,Lepidonotothen squamifrons,common size,,,35
254538,Gadus macrocephalus,Lat,31,63,
254538,Gadus macrocephalus,lon,-180,-119,
254538,Gadus macrocephalus,lon,119,180,
254538,Gadus macrocephalus,Depth,100,400,
254538,Gadus macrocephalus,Depth,10,1280,
254538,Gadus macrocephalus,max size,,,119
271328,Rhizoprionodon porosus,lat,-40,28,
271328,Rhizoprionodon porosus,Lon,-88,-32,
271328,Rhizoprionodon porosus,Depth,0,100,
271328,Rhizoprionodon porosus,Depth,0,500,
271328,Rhizoprionodon porosus,max size,,,113
271328,Rhizoprionodon porosus,common size,,,75
271378,Sphyrna couardi,Lat,-5,17,
271378,Sphyrna couardi,Lon,-19,13,
271651,Scymnodalatias albicauda,lat,-50,-42,
271651,Scymnodalatias albicauda,Depth,140,512,
272087,Omosudis lowei,Lat,-40,40,
272087,Omosudis lowei,Depth,70,1830,
272087,Omosudis lowei,Depth,100,4000,
272087,Omosudis lowei,max size,,,23
272087,Omosudis lowei,common size,,,20
272173,Parexocoetus hillianus,Depth,0,20,
272173,Parexocoetus hillianus,max size,,,12.5
272452,Merluccius australis,Lat,-59,-33,
272452,Merluccius australis,Lon,-180,-66,
272452,Merluccius australis,Lon,165,180,
272452,Merluccius australis,Depth,28,1000,
272452,Merluccius australis,max size,,,155
272452,Merluccius australis,common size,,,80
272528,Lophotus capellei,Depth,1,1100,
272534,Trachipterus jacksonensis,Depth,0,400,
272534,Trachipterus jacksonensis,Depth,0,1000,
272534,Trachipterus jacksonensis,max size,,,211
272534,Trachipterus jacksonensis,max size,,,220
272534,Trachipterus jacksonensis,common size,,,200
272562,Gigantactis golovani,Depth,0,2100,
272562,Gigantactis golovani,max size,,,17.9
272630,Oneirodes kreffti,Lat,-45,-18,
272630,Oneirodes kreffti,lon,0,180,
272630,Oneirodes kreffti,Depth,150,1170,
272630,Oneirodes kreffti,Depth,0,2000,
272630,Oneirodes kreffti,max size,,,12.6
272630,Oneirodes kreffti,max size,,,7.5
272630,Oneirodes kreffti,max size,,,11.1
272630,Oneirodes kreffti,common size,,,2
272656,Ceratoscopelus townsendi,Lat,?,35,
272656,Ceratoscopelus townsendi,Lat,?,55,
272656,Ceratoscopelus townsendi,Depth,425,1500,Day
272656,Ceratoscopelus townsendi,Depth,0,200,Night
272656,Ceratoscopelus townsendi,max size,,,18.4
272728,Notoscopelus kroyeri,Lat,37,68,
272728,Notoscopelus kroyeri,lon,-66,16,
272728,Notoscopelus kroyeri,Depth,0,125,Night
272728,Notoscopelus kroyeri,Depth,325,1000,Day
272728,Notoscopelus kroyeri,max size,,,14
272728,Notoscopelus kroyeri,max size,,,14.3
272734,Symbolophorus kreffti,Lat,-20,-7,
272734,Symbolophorus kreffti,Lat,-4,20,
272734,Symbolophorus kreffti,Depth,0,300,
272734,Symbolophorus kreffti,Depth,0,150,
272734,Symbolophorus kreffti,max size,,,11.2
273675,Cubiceps caeruleus,Lat,?,-19,
273675,Cubiceps caeruleus,Depth,20,250,
273811,Scomberomorus brasiliensis,Lat,-36,21,
273811,Scomberomorus brasiliensis,Lon,-90,-29,
273811,Scomberomorus brasiliensis,Depth,20,60,
273811,Scomberomorus brasiliensis,Depth,0,130,
273811,Scomberomorus brasiliensis,max size,,,125
273811,Scomberomorus brasiliensis,common size,,,65
273819,Scomberomorus regalis,Lat,-24,41,
273819,Scomberomorus regalis,Lon,-99,-34,
273819,Scomberomorus regalis,Depth,1,20,
273998,Stromateus brasiliensis,Lat,-55,-26,
273998,Stromateus brasiliensis,lon,-69,-48,
273998,Stromateus brasiliensis,Depth,22,133,
273998,Stromateus brasiliensis,max size,,,38
274967,Argyropelecus olfersii,Lat,-50,65,
274967,Argyropelecus olfersii,Depth,100,600,Night
274967,Argyropelecus olfersii,Depth,200,800,Day
274967,Argyropelecus olfersii,max size,,,9
274978,Maurolicus stehmanni,Lat,-40,-22,
274978,Maurolicus stehmanni,lon,-60,-40,
274978,Maurolicus stehmanni,Depth,0,200,
274978,Maurolicus stehmanni,Depth,0,1500,
274978,Maurolicus stehmanni,max size,,,5.8
274978,Maurolicus stehmanni,max size,,,5.2
275069,Eustomias bigelowi,Lat,-25,0,South Atlantic
275069,Eustomias bigelowi,Lat,20,35,Western Atlantic
275069,Eustomias bigelowi,lon,-30,0,South Atlantic
275069,Eustomias bigelowi,lon,-90,-35,Western Atlantic
275069,Eustomias bigelowi,Depth,0,500,
275069,Eustomias bigelowi,max size,,,19.8
275138,Eustomias spherulifer,Lat,-31,-2,
275138,Eustomias spherulifer,lon,-9,-4,Eastern Atlantic
275138,Eustomias spherulifer,Depth,0,1900,
275138,Eustomias spherulifer,max size,,,16.5
275138,Eustomias spherulifer,max size,,,15
275171,Photonectes albipennis,Lat,-55,50,
275171,Photonectes albipennis,lon,-180,-150,
275171,Photonectes albipennis,lon,25,180,
275171,Photonectes albipennis,Depth,0,800,
275171,Photonectes albipennis,max size,,,30
275500,Brevoortia patronus,Lat,19,31,
275500,Brevoortia patronus,lon,-95,-80,
275500,Brevoortia patronus,Depth,0,50,
275500,Brevoortia patronus,max size,,,35
275500,Brevoortia patronus,common size,,,20
276250,Cantherhines macrocerus,Lat,-26,33,
276250,Cantherhines macrocerus,Lon,-99,-14,
276250,Cantherhines macrocerus,Depth,3,20,
276307,Bathyclupea schroederi,Lat,12,23,
276307,Bathyclupea schroederi,lon,-79.65,-79.65,
276307,Bathyclupea schroederi,lon,-82,-79,
276307,Bathyclupea schroederi,Depth,380,750,
276307,Bathyclupea schroederi,max size,,,13.2
276560,Peprilus burti,Lat,17,39,
276560,Peprilus burti,lon,-99,-73,
276560,Peprilus burti,Depth,155,225,
276560,Peprilus burti,Depth,0,275,
276560,Peprilus burti,max size,,,25
277287,Pellona harroweri,Lat,-30,12,
277287,Pellona harroweri,lon,-89,-32,
277287,Pellona harroweri,Depth,0,35,
277287,Pellona harroweri,max size,,,18
277287,Pellona harroweri,max size,,,18
277287,Pellona harroweri,common size,,,12
277287,Pellona harroweri,common size,,,12
278434,Grammatorcynus bilineatus,Lat,-25,31,
278434,Grammatorcynus bilineatus,lon,32,180,
278434,Grammatorcynus bilineatus,lon,-180,-175,
278434,Grammatorcynus bilineatus,Depth,15,50,
278434,Grammatorcynus bilineatus,max size,,,100
278434,Grammatorcynus bilineatus,common size,,,50
278702,Genypterus blacodes,Lat,-57,-17,
278702,Genypterus blacodes,Lon,114,180,
278702,Genypterus blacodes,Lon,-180,-30,
278702,Genypterus blacodes,Depth,22,1000,
278702,Genypterus blacodes,Depth,300,550,
278702,Genypterus blacodes,max size,,,200
278702,Genypterus blacodes,common size,,,100
279766,Assurger anzac,Lat,-37,37,
279766,Assurger anzac,Lon,-180,180,
279766,Assurger anzac,max size,,,250
279766,Assurger anzac,common size,,,200
280091,Cetengraulis edentulus,Lat,-28,23,
280091,Cetengraulis edentulus,lon,-98,-32,
280091,Cetengraulis edentulus,Depth,10,?,
280091,Cetengraulis edentulus,max size,,,20.5
280091,Cetengraulis edentulus,common size,,,15
280695,Epinnula magistralis,Lat,-19,38,
280695,Epinnula magistralis,lon,109,180,
280695,Epinnula magistralis,lon,-180,-74,
280695,Epinnula magistralis,Depth,200,350,
280695,Epinnula magistralis,Depth,100,185,
280695,Epinnula magistralis,max size,,,100
280695,Epinnula magistralis,common size,,,45
281542,Megachasma pelagios,Lat,-40,40,
281542,Megachasma pelagios,lon,-180,180,
281542,Megachasma pelagios,Depth,5,1500,
281542,Megachasma pelagios,Depth,120,166,
281542,Megachasma pelagios,max size,,,900
281542,Megachasma pelagios,max size,?,,709
281542,Megachasma pelagios,max size,?,,549
281832,Odontognathus compressus,Lat,4,14,
281832,Odontognathus compressus,lon,-84,-53,
281832,Odontognathus compressus,Depth,0,30,
281832,Odontognathus compressus,max size,,,13
281832,Odontognathus compressus,max size,,,15
281832,Odontognathus compressus,common size,,,12
282546,Ramnogaster arcuata,Lat,-42,-33,
282546,Ramnogaster arcuata,lon,-64,-52,
282546,Ramnogaster arcuata,Depth,0,50,
282546,Ramnogaster arcuata,common size,7,8,
282546,Ramnogaster arcuata,max size,,,7.5
282546,Ramnogaster arcuata,max size,,,9
282546,Ramnogaster arcuata,max size,,,9
282546,Ramnogaster arcuata,common size,,,7.5
282757,Seriolella porosa,Lat,-55,0,
282757,Seriolella porosa,lon,-89,-45,
282757,Seriolella porosa,max size,,,44
282757,Seriolella porosa,common size,,,35
282973,Thysanactis dentex,lat,-30,18,
282973,Thysanactis dentex,lon,-180,-150,
282973,Thysanactis dentex,lon,-62,180,
282973,Thysanactis dentex,Depth,75,1500,
282973,Thysanactis dentex,max size,,,18
283164,Winteria telescopa,Lat,-49,28,
283164,Winteria telescopa,lon,-180,-154,
283164,Winteria telescopa,lon,-52,180,
283164,Winteria telescopa,Depth,500,700,
283164,Winteria telescopa,Depth,400,2500,
283164,Winteria telescopa,max size,,,15
283166,Woodsia nonsuchae,lat,-33,31,
283166,Woodsia nonsuchae,lon,-180,-64,
283166,Woodsia nonsuchae,lon,130,180,
283166,Woodsia nonsuchae,Depth,530,1335,
283166,Woodsia nonsuchae,max size,,,9
283166,Woodsia nonsuchae,max size,,,12
283206,Zameus squamulosus,lat,-56,68,
283206,Zameus squamulosus,Lon,-180,180,
283206,Zameus squamulosus,Depth,400,900,
283206,Zameus squamulosus,Depth,0,2200,
298438,Carcharhinus perezi,lat,-35,33,
298438,Carcharhinus perezi,Lon,-100,-33,
298438,Carcharhinus perezi,Depth,0,30,
298438,Carcharhinus perezi,Depth,0,378,
299089,Centroscymnus owstoni,lat,-38,33,
299089,Centroscymnus owstoni,Lon,-52,30,
299089,Centroscymnus owstoni,Depth,600,1459,common
299089,Centroscymnus owstoni,Depth,100,1500,
300735,Gadus chalcogrammus,Lat,34,68,
300735,Gadus chalcogrammus,lon,129,180,
300735,Gadus chalcogrammus,lon,-180,-120,
300735,Gadus chalcogrammus,max size,,,91
301526,Lampanyctus isaacsi,Depth,0,2300,
301526,Nannobrachium isaacsi,Depth,40,325,Night
301526,Nannobrachium isaacsi,Depth,550,750,Day
301526,Lampanyctus isaacsi,max size,,,5.8
302432,Caranx ruber,Lat,33,35,
302432,Caranx ruber,lon,-100,-33,
302432,Caranx ruber,Depth,0,35,
302432,Caranx ruber,Depth,0,22,
302432,Caranx ruber,max size,,,73
302432,Caranx ruber,common size,,,50
302877,Remora albescens,Depth,1,50,
302877,Remora albescens,Depth,1,200,
303486,Kyphosus sectatrix,Lat,-29,46,
303486,Kyphosus sectatrix,Lon,-98,16,
303486,Kyphosus sectatrix,Depth,1,30,
303486,Kyphosus sectatrix,max size,,,76
303486,Kyphosus sectatrix,common size,,,50
313240,Pentaceros richardsoni,Lat,-56,-23,
313240,Pentaceros richardsoni,lon,-68,180,
313240,Pentaceros richardsoni,lon,-180,-174,
313240,Pentaceros richardsoni,Depth,0,600,
313240,Pentaceros richardsoni,Depth,0,1000,
313240,Pentaceros richardsoni,max size,,,56
317659,Dasyscopelus asper,Lat,-52,46,
317659,Dasyscopelus asper,lon,-180,180,
317659,Dasyscopelus asper,Depth,425,750,Day
317659,Dasyscopelus asper,Depth,0,125,Night
317659,Dasyscopelus asper,max size,,,8.5
319394,Monacoa grimaldii,Lat,-49,43,
319394,Monacoa grimaldii,lon,-180,15,
319394,Monacoa grimaldii,lon,149,180,
319394,Monacoa grimaldii,Depth,300,400,
319394,Monacoa grimaldii,Depth,0,4750,
319394,Monacoa grimaldii,max size,,,18
319394,Monacoa grimaldii,max size,,,8
321911,Tetronarce nobiliana,Lat,-48,60,
321911,Tetronarce nobiliana,lon,-180,180,
321911,Tetronarce nobiliana,Depth,0,925,
321911,Tetronarce nobiliana,max size,,,180
321911,Tetronarce nobiliana,common size,,,40
345843,Sphyraena barracuda,Lat,-35,42,
345843,Sphyraena barracuda,Lon,-180,180,
345843,Sphyraena barracuda,Depth,0,110,
345843,Sphyraena barracuda,Depth,3,30,
345843,Sphyraena barracuda,max size,,,200
345843,Sphyraena barracuda,common size,,,140
388863,Scopeloberyx bannikovi,Lat,14.86666667,14.86666667,
388863,Scopeloberyx bannikovi,lon,-73.81666667,-73.81666667,
388863,Scopeloberyx bannikovi,Depth,1500,1500,
398478,Odontanthias caudicinctus,Depth,100,300,
398478,Odontanthias caudicinctus,max size,,,10
401555,Alectis alexandrina/ Alectis alexandrinus,Lat,-13,42,
401555,Alectis alexandrina/ Alectis alexandrinus,lon,-19,36,
401555,Alectis alexandrina/ Alectis alexandrinus,Depth,?,70,
401555,Alectis alexandrina/ Alectis alexandrinus,max size,,,100
401555,Alectis alexandrina/ Alectis alexandrinus,common size,,,60
712905,Istiompax indica,Lat,-40,40,
712905,Istiompax indica,Lat,-47,44,
712905,Istiompax indica,Lon,-180,-69,
712905,Istiompax indica,Lon,18,180,
712905,Istiompax indica,Depth,0,915,
712905,Istiompax indica,Depth,0,20,
712905,Istiompax indica,max size,,,465
712905,Istiompax indica,common size,,,380
712905,Istiompax indica,Temperature,26,27,
712905,Istiompax indica,Temperature,15,30,
712905,Istiompax indica,spawning temperature,27,28,
712906,Kajikia albida,Lat,-45,47,
712906,Kajikia albida,Lat,-45,45,
712906,Kajikia albida,Lon,-99,27,
712906,Kajikia albida,Depth,0,100,
712906,Kajikia albida,Depth,0,300,
712906,Kajikia albida,max size,,,300
712906,Kajikia albida,common size,,,210
712906,Kajikia albida,Temperature,20,29,24
712906,Kajikia albida,spawning temperature,24,29,
712907,Kajikia audax,Lat,-49,46,
712907,Kajikia audax,Lon,-180,-69,
712907,Kajikia audax,Lon,19,180,
712907,Kajikia audax,Depth,0,120,
712907,Kajikia audax,Depth,0,544,
712907,Kajikia audax,max size,,,420
712907,Kajikia audax,common size,,,290
712907,Kajikia audax,Temperature,15,31,
712907,Kajikia audax,Temperature,20,25,
712907,Kajikia audax,spawning temperature,24,,
713109,Lophotus guntheri,Depth,30,300,
990089,Gadus finnmarchicus,max size,,,50
1007133,Liopropoma santi,Depth,182,241,
1007133,Liopropoma santi,max size,,,11.6
1017161,Mugil brevirostris,max size,,,20.9
1026118,Mobula birostris,lat,-38,42,
1026118,Mobula birostris,Lon,-180,180,
1026118,Mobula birostris,Depth,0,1000,
1026118,Mobula birostris,max size,,,910
1026118,Mobula birostris,common size,,,450
1042799,Squalus bassi,Depth,159,591,
1042799,Squalus bassi,max size,?,,110
1042799,Squalus bassi,max size,?,,96
1042856,Hypanus americanus,lat,-4,36,
1042856,Hypanus americanus,Lon,-100,-37,
1042856,Hypanus americanus,Depth,0,100,
1042856,Hypanus americanus,max size,,,200
1042856,Hypanus americanus,common size,,,90
1042871,Mobula alfredi,Lat,-34,32,
1042871,Mobula alfredi,Lon,-180,-134,
1042871,Mobula alfredi,Lon,30,180,
1287298,Squalus clarkae,Depth,100,750,
1287298,Squalus clarkae,Depth,242,613,
1287298,Squalus clarkae,Depth,100,500,
1287298,Squalus clarkae,max size,?,,82
1287298,Squalus clarkae,max size,?,,72.3
1287298,Squalus clarkae,max size,?,,55
1510072,Melamphaes lentiginosus,Depth,2200,2200,
1510072,Melamphaes lentiginosus,max size,,,1.8
1524348,Neobathyclupea elongata,max size,,,40
1525496,Dasyscopelus selenops,Lat,-52,48,
1525496,Dasyscopelus selenops,lon,-180,-153,
1525496,Dasyscopelus selenops,lon,-79,180,
1525496,Dasyscopelus selenops,Depth,40,225,Night
1525496,Dasyscopelus selenops,Depth,225,450,Day
1525496,Dasyscopelus selenops,max size,,,7.5
1525496,Dasyscopelus selenops,common size,,,7.2
